ID,Text,Entities,Relations
32939,傅峰山表示，中国积极践行习近平主席提出的亲诚惠容周边外交理念，与东盟国家共同努力，走出了一条睦邻友好、合作共赢的光明大道。双方进一步携手高质量共建“一带一路”，共同维护地区和平稳定，持续扩大务实合作和人文交流，必将给本地区人民带来更多福祉，为构建人类命运共同体作出更大贡献。,人物(0-3): 傅峰山; 国家(6-8): 中国; 人物(12-17): 习近平主席; 国家(32-36): 东盟国家,"国家-人物<中国,习近平主席>; 国家间<东盟国家,中国>"
32951,△2022年11月18日，泰国曼谷国家会议中心，习近平主席出席亚太经合组织第二十九次领导人非正式会议并发表重要讲话。,国家(13-15): 泰国; 人物(24-29): 习近平主席; 机构(31-37): 亚太经合组织,"机构-人物<亚太经合组织,习近平主席>; 国家-机构<泰国,亚太经合组织>"
32957,“亚太奇迹”、构建亚太命运共同体、中国式现代化……一个个关键词，吸引了大家的目光。,国家(1-3): 亚太; 国家(9-11): 亚太; 国家(17-19): 中国,
32969,言必信，行必果。中国是这样说，也是这样做的。,国家(8-10): 中国,
32975,开启新篇，以中国式现代化推动人类整体进步,国家(6-8): 中国,
32981,国际社会普遍认为，在“亚太奇迹”的大合唱中，“中国奇迹”无疑是最振奋人心的乐章之一。其中，中国式现代化的音符尤其灵动。,国家(11-13): 亚太; 国家(23-25): 中国; 国家(45-47): 中国,
32987,新时代新征程，中国将继续与亚太携手、与世界同行，为推动构建人类命运共同体、建设一个更加美好的世界贡献中国智慧和中国力量。,国家(7-9): 中国; 国家(13-15): 亚太; 国家(50-52): 中国; 国家(55-57): 中国,"国家间<中国,亚太>"
32993,新华社雅加达9月7日电（记者陆芸 孙磊）东盟秘书长高金洪7日在印尼首都雅加达表示，东盟与中国在区域经济一体化、人文交流等各领域合作势头持续保持强劲，将产生更多成果造福东盟与中国民众。,国家(20-22): 东盟; 人物(20-28): 东盟秘书长高金洪; 国家(31-33): 印尼; 国家(41-43): 东盟; 国家(44-46): 中国; 国家(83-85): 东盟; 国家(86-88): 中国,"国家-人物<东盟,东盟秘书长高金洪>; 国家间<东盟,中国>; 国家间<东盟,中国>"
32999,问：中方发布了习近平主席将赴美国旧金山与拜登总统举行中美元首会晤的消息。这是两国元首继去年巴厘岛会晤后举行的首次面对面会晤，国际社会高度关注。中方对此次会晤有何期待？,国家(2-4): 中方; 人物(7-12): 习近平主席; 国家(14-16): 美国; 人物(20-24): 拜登总统; 国家(26-27): 中; 国家(27-28): 美; 国家(71-73): 中方,"国家间<美国,中方>; 国家-人物<中方,习近平主席>; 国家-人物<美国,拜登总统>; 国家间<中,美>"
33023,	王毅参加上述活动。,人物(1-3): 王毅,
33029,李强强调，中国和东盟关系的良好局面来之不易，凝结着各方的共同努力，当中有其本质的内核和贯穿始终的主线，这就是习近平主席精辟概括的“亲、诚、惠、容”四个字。这四个字既是中国周边外交方针的基本取向，也是睦邻友好的相处之道，更是我们共创美好未来的重要法宝。我们要在践行这四个字上下更大功夫，努力营造有利于发展繁荣、和平安宁的良好环境，使各国发展更好惠及周边国家、造福地区人民。,人物(0-2): 李强; 国家(5-7): 中国; 国家(8-10): 东盟; 国家(25-27): 各方; 人物(54-59): 习近平主席; 国家(83-85): 中国; 国家(165-167): 各国,"国家间<中国,东盟>"
33035,“中国—东盟积极参与共建‘一带一路’，促进基础设施互联互通，推动投资自由化、便利化发展，促进中国—东盟关系发展稳步前行，中国—东盟全面战略伙伴关系已成为亚太合作的成功典范。”中共广西壮族自治区委员会党校“一带一路”研究院常务副院长张家寿近日表示。,国家(1-3): 中国; 国家(4-6): 东盟; 国家(46-48): 中国; 国家(49-51): 东盟; 国家(60-62): 中国; 国家(63-65): 东盟; 国家(76-78): 亚太; 机构(87-110): 中共广西壮族自治区委员会党校“一带一路”研究院; 人物(87-118): 中共广西壮族自治区委员会党校“一带一路”研究院常务副院长张家寿,"国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>; 机构-人物<中共广西壮族自治区委员会党校“一带一路”研究院,中共广西壮族自治区委员会党校“一带一路”研究院常务副院长张家寿>"
33041,2022年，在《区域全面经济伙伴关系协定》(RCEP)生效实施的助力下，中国同东盟国家贸易额超过6.52万亿元人民币，同比增长15%。中国与东盟连续三年互为最大贸易伙伴。,国家(36-38): 中国; 国家(39-43): 东盟国家; 国家(67-69): 中国; 国家(70-72): 东盟,"国家间<中国,东盟国家>; 国家间<东盟,中国>"
33047,历史，总是在一些关键节点给人以深刻启迪。此次领导人非正式会议，是亚太经合组织领导人第三十次聚首，具有特殊重要意义。回首过往，亚太经合组织建立领导人定期会议机制以来，始终走在全球开放发展的前沿，有力促进了区域贸易和投资自由化便利化、经济技术发展、物资人员流动，创造了举世瞩目的“亚太奇迹”。亚太合作的非凡历程启示我们：开放包容是亚太合作的主旋律，共同发展是亚太合作的总目标，求同存异是亚太合作的好做法。,机构(32-38): 亚太经合组织; 机构(62-68): 亚太经合组织; 国家(144-146): 亚太; 国家(163-165): 亚太; 国家(177-179): 亚太; 国家(191-193): 亚太; 国家(138-140): 亚太,"国家间<亚太,亚太>"
33053,本次活动以“为共同繁荣的未来”为主题，旨在汇聚亚太各经济体工商领袖，围绕区域一体化、亚太经贸合作、绿色发展、包容性增长等APEC重点议题展开对话，为参与峰会的中外工商界代表搭建交流平台，推动建设紧密合作、可持续发展的亚太共同体。APEC中国工商理事会主席、APEC工商咨询理事会可持续增长工作组主席宁高宁，美国APEC国家中心主席莫妮卡·哈迪·惠利，2024年APEC工商领导人峰会主席费尔南多·萨瓦拉，新加坡工商联合总会首席执行官、APEC工商咨询理事会新加坡代表郭柄汛，普华永道亚太及中国主席赵柏基，隆基绿能创始人、总裁李振国，五粮液集团进出口公司董事长陈翀等中外工商界人士出席并发言。,国家(23-29): 亚太各经济体; 人物(23-33): 亚太各经济体工商领袖; 国家(79-80): 中; 国家(80-81): 外; 机构(114-125): APEC中国工商理事会; 国家(118-120): 中国; 人物(114-127): APEC中国工商理事会主席; 机构(128-147): APEC工商咨询理事会可持续增长工作组; 人物(128-152): APEC工商咨询理事会可持续增长工作组主席宁高宁; 国家(153-155): 美国; 机构(153-163): 美国APEC国家中心; 人物(153-174): 美国APEC国家中心主席莫妮卡·哈迪·惠利; 机构(180-191): APEC工商领导人峰会; 人物(180-201): APEC工商领导人峰会主席费尔南多·萨瓦拉; 国家(202-205): 新加坡; 机构(202-211): 新加坡工商联合总会; 人物(202-216): 新加坡工商联合总会首席执行官; 机构(217-228): APEC工商咨询理事会; 国家(228-231): 新加坡; 人物(217-236): APEC工商咨询理事会新加坡代表郭柄汛; 机构(237-241): 普华永道; 国家(241-243): 亚太; 国家(244-246): 中国; 人物(237-251): 普华永道亚太及中国主席赵柏基; 机构(252-256): 隆基绿能; 人物(252-265): 隆基绿能创始人、总裁李振国; 机构(266-276): 五粮液集团进出口公司; 人物(266-281): 五粮液集团进出口公司董事长陈翀; 人物(282-289): 中外工商界人士,"国家-人物<亚太各经济体,亚太各经济体工商领袖>; 国家间<中,外>; 机构-人物<APEC中国工商理事会,APEC中国工商理事会主席>; 国家-人物<中国,APEC中国工商理事会主席>; 机构-人物<APEC工商咨询理事会可持续增长工作组,APEC工商咨询理事会可持续增长工作组主席宁高宁>; 国家-机构<美国,美国APEC国家中心>; 国家-人物<美国,美国APEC国家中心主席莫妮卡·哈迪·惠利>; 机构-人物<美国APEC国家中心,美国APEC国家中心主席莫妮卡·哈迪·惠利>; 国家-机构<中国,APEC中国工商理事会>; 机构-人物<APEC工商领导人峰会,APEC工商领导人峰会主席费尔南多·萨瓦拉>; 国家-人物<新加坡,新加坡工商联合总会首席执行官>; 国家-机构<新加坡,新加坡工商联合总会>; 机构-人物<新加坡工商联合总会,新加坡工商联合总会首席执行官>; 国家-机构<新加坡,APEC工商咨询理事会>; 国家-人物<新加坡,APEC工商咨询理事会新加坡代表郭柄汛>; 机构-人物<APEC工商咨询理事会,APEC工商咨询理事会新加坡代表郭柄汛>; 机构-人物<普华永道,普华永道亚太及中国主席赵柏基>; 机构-人物<隆基绿能,隆基绿能创始人、总裁李振国>; 机构-人物<五粮液集团进出口公司,五粮液集团进出口公司董事长陈翀>"
33059,高金洪等乘高铁列车从雅加达哈利姆车站出发，前往万隆德卡鲁尔车站，在参观德卡鲁尔车站后乘车返回雅加达。期间，印尼中国高速铁路有限公司负责人介绍了雅万高铁项目总体建设、运营准备等情况，并回答了各国来宾的提问。,人物(0-3): 高金洪; 国家(53-55): 印尼; 国家(55-57): 中国; 国家(94-96): 各国; 机构(53-65): 印尼中国高速铁路有限公司; 人物(53-68): 印尼中国高速铁路有限公司负责人,"国家间<印尼,中国>; 机构-人物<印尼中国高速铁路有限公司,印尼中国高速铁路有限公司负责人>"
33101,“亚太经合组织成立30多年来，为推动区域贸易自由化，加强成员间经济技术合作，促进中小企业等方面发挥了不可替代的作用。”广东省人民政府副省长孙志洋在致辞中指出，广东是中国改革开放的排头兵、先行地、实验区。近年来，广东深入贯彻落实党中央、国务院决策部署，坚持以实体经济为本，坚持制造业当家，大力推动现代化产业体系的建设，持续开展优质中小企业梯度培育工作，推动中小企业走专精特新之路。,机构(1-7): 亚太经合组织; 机构(59-66): 广东省人民政府; 人物(59-72): 广东省人民政府副省长孙志洋; 国家(82-84): 中国,"机构-人物<广东省人民政府,广东省人民政府副省长孙志洋>"
33107,世界知识产权组织助理总干事马尔科·阿莱曼在致辞中介绍了世界知识产权组织助力中小企业充分发挥潜力的赋能服务，并强调中小企业不应忽视知识产权保护的重要性。研究表明，拥有自主知识产权的企业其创新能力比其它企业更胜一筹。,机构(0-8): 世界知识产权组织; 人物(0-20): 世界知识产权组织助理总干事马尔科·阿莱曼; 机构(27-35): 世界知识产权组织,"机构-人物<世界知识产权组织,世界知识产权组织助理总干事马尔科·阿莱曼>"
33113,	就共同推动亚太地区中小企业包容和可持续发展，徐晓兰提出三点建议：一是支持中小企业专精特新发展，共同培育亚太发展新动能；二是搭建交流合作平台，共同推动亚太中小企业务实合作；三是加强政策沟通协调，共同优化亚太中小企业发展环境。,国家(6-10): 亚太地区; 人物(23-26): 徐晓兰,"国家-人物<徐晓兰,亚太地区>"
33125,今年是建设更为紧密的中国—东盟命运共同体、共建“一带一路”倡议提出10周年，也是中国—东盟博览会(以下简称“东博会”)创办20周年。当前，中国—东盟自贸区3.0版谈判正稳步推进。20年来，东博会为促进中国—东盟战略互信和全方位交流合作带来哪些深远影响？又将如何助力中国—东盟自贸区3.0版建设？中国—东盟商务理事会执行理事长、《区域全面经济伙伴关系协定》(RCEP)产业合作委员会主席许宁宁近日接受中新社“东西问”独家专访进行解读。,国家(10-12): 中国; 国家(13-15): 东盟; 国家(69-71): 中国; 国家(72-74): 东盟; 国家(100-102): 中国; 国家(103-105): 东盟; 国家(132-134): 中国; 国家(135-137): 东盟; 国家(147-149): 中国; 国家(150-152): 东盟; 机构(148-157): 国—东盟商务理事会,"国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>"
33131,实践证明，20年来，每年举办的东博会为中国—东盟深化合作、中国—东盟睦邻友好关系发展，以及广西的扩大开放，发挥了重大战略支撑和催化作用，具有深远战略意义和重大现实意义。,国家(19-21): 中国; 国家(22-24): 东盟; 国家(29-31): 中国; 国家(32-34): 东盟,"国家间<中国,东盟>; 国家间<中国,东盟>"
33137,今年的东博会持续拓展平台功能，邀请全球40多个国家和地区企业及国际组织负责人参展参会，专设RCEP专题展区、“一带一路”展区，举办RCEP经贸工商高峰论坛、日韩企业广西行及“一带一路”专题活动，将在更大范围促进合作共赢。,国家(78-79): 日; 国家(79-80): 韩,
33143,尽快完成中国—东盟自贸区3.0版谈判，还需要双方达成更多共识，建设优势互补的产业链供应链。今年的中国—东盟博览会将举办70多场相关会议和活动，充分彰显双方合作需求不断上升。为应对挑战、实现共同发展，双方搭建重要的合作对接平台，将有力推进3.0版谈判。,国家(48-50): 中国; 国家(51-53): 东盟,"国家间<中国,东盟>"
33149,当前，中国—东盟正在把推进产业合作作为区域产业链合作提质增效的重要抓手，通过加快传统产业升级和新兴产业布局，激发更多创新活力，培育经济新增长点，打造新的生产力和发展优势。,国家(3-5): 中国; 国家(6-8): 东盟,"国家间<中国,东盟>"
33173,历届论坛秉承开放共享、创新发展理念，紧扣区域经济合作热点，围绕“构建更为紧密的中国—东盟命运共同体”聚智释疑、汇智增信，促成了中国与东盟智库间10余份合作框架协议的签署、“数字丝绸之路”（中国—东盟）智库联盟的成立，助推“西部陆海新通道”、中越德天（板约）瀑布跨境旅游合作区等重大部署，从智库设计上升为实实在在的重要合作实践，为中国—东盟全面战略伙伴关系的落地生根汇聚了智库共识，为构建更为紧密的中国—东盟命运共同体贡献了智库力量。,国家(39-41): 中国; 国家(42-44): 东盟; 国家(63-65): 中国; 国家(66-68): 东盟; 国家(94-96): 中国; 国家(97-99): 东盟; 国家(120-121): 中; 国家(121-122): 越; 国家(122-123): 德; 国家(164-166): 中国; 国家(167-169): 东盟; 国家(198-200): 中国; 国家(201-203): 东盟,"国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>"
33179,2023年10月，连接印尼首都雅加达和第四大城市万隆的雅万高铁正式开通运营，这是印尼乃至东南亚的第一条高铁。除了合作修建高铁，中国也努力为印尼培养一支懂技术的团队。,国家(11-13): 印尼; 国家(40-42): 印尼; 国家(63-65): 中国; 国家(69-71): 印尼,"国家间<中国,印尼>"
33197,当地时间11月17日，习近平主席在旧金山出席亚太经合组织第三十次领导人非正式会议并发表重要讲话。,人物(11-16): 习近平主席; 机构(22-28): 亚太经合组织,"机构-人物<亚太经合组织,习近平主席>"
33203,30年前，亚太地区领导人顺应和平和发展的时代潮流走到了一起；30年间，亚太地区始终走在全球开放发展的前沿，创造了举世瞩目的“亚太奇迹”。,国家(5-9): 亚太地区; 国家(35-39): 亚太地区,"国家间<亚太地区,亚太地区>"
33209,习近平主席强调：“我们将坚持高质量发展，推进高水平对外开放，以中国式现代化为推动实现世界各国的现代化提供新机遇。”,人物(0-5): 习近平主席; 国家(31-33): 中国,"国家-人物<中国,习近平主席>"
33215,从加快落实《亚太经合组织互联网和数字经济路线图》，到高水平实施《区域全面经济伙伴关系协定》，从落实好《生物循环绿色经济曼谷目标》，到构建全球发展共同体，让各国人民共享现代化建设成果……一系列主张紧紧围绕亚太地区现有合作机制和目标，既展现了中方对本地区合作的坚定支持，同时也兼顾各方利益，有助于地区成员提振信心、凝聚共识，朝着共同目标积极行动。,机构(6-12): 亚太经合组织; 国家(119-121): 中方; 国家(138-140): 各方; 国家(146-150): 地区成员,"国家间<中方,各方>"
33221,习近平主席深刻指出，亚太发展靠的是开放包容、取长补短、互通有无，而不是对立对抗、以邻为壑、“小院高墙”。,人物(0-5): 习近平主席; 国家(10-12): 亚太,"国家-人物<亚太,习近平主席>"
33239,	“新形势下，我们要携手构建亚太命运共同体，再创亚太合作新辉煌。”11月18日，中国国家主席习近平出席亚太经合组织第二十九次领导人非正式会议并发表重要讲话。湄南河畔，振奋人心的中国声音为开启亚太合作新篇章指明方向。,国家(40-42): 中国; 人物(40-49): 中国国家主席习近平; 机构(51-57): 亚太经合组织; 国家(14-16): 亚太; 国家(95-97): 亚太,"国家-人物<中国,中国国家主席习近平>; 国家间<中国,亚太>; 机构-人物<中国国家主席习近平,亚太经合组织>"
33251,	贸易是我们全体人民发展和繁荣的支柱。以世贸组织为核心，基于规则的多边贸易体系在经济复苏中发挥重要作用。我们将建设性参与世界贸易组织第十二届部长级会议，确保会议取得务实成果。我们将推进区域经济一体化，推进亚太自由贸易区建设，为实现全面高质量的区域贸易协定作出贡献。我们注意到亚太经合组织工商咨询理事会将建成亚太自贸区作为首要事项。,机构(60-66): 世界贸易组织; 机构(137-143): 亚太经合组织; 机构(137-150): 亚太经合组织工商咨询理事会,"机构间<亚太经合组织,亚太经合组织工商咨询理事会>"
33257,本次会议是产业园区招商大会举办11年来，首次采取现场“一对一”洽谈交流的形式举办。会议邀请东盟各国及区域外国家产业园区代表，以及中国建设银行和对外经济贸易大学专家学者参会，吸引来自北京、深圳、江西、广西等共60余家中国企业，百余名企业代表参会对接洽谈。会议现场气氛热烈，对接高效顺畅，投资企业与园区项目方建立了直接联系、沟通了合作意向，各方对会议效果均给予了很高评价。,国家(45-49): 东盟各国; 国家(50-55): 区域外国家; 国家(64-66): 中国; 机构(64-70): 中国建设银行; 人物(71-83): 对外经济贸易大学专家学者,"国家-机构<中国,中国建设银行>"
33263,今年的北约峰会继续毫无根据地渲染所谓中国构成“系统性挑战”，并再次邀请个别亚太国家参加，充分暴露北约东进亚太的野心。北约之所以要东进亚太，亚太之所以面临北约化风险，根本原因就在于美国的推动。,机构(3-5): 北约; 国家(18-20): 中国; 国家(37-41): 亚太国家; 机构(48-50): 北约; 机构(58-60): 北约; 国家(66-68): 亚太; 国家(69-71): 亚太; 机构(76-78): 北约; 国家(89-91): 美国,"国家-机构<中国,北约>; 国家-机构<亚太,北约>"
33293,8月下旬，在印尼召开的第22次中国—东盟（10+1）经贸部长会议上，双方就深化经贸合作、高质量实施RCEP协定、加强区域产业链供应链对接合作、维护多边贸易体制等国际和地区重点经贸合作事项深入交换意见，达成多方面共识。双方一致同意，进一步深化中国—东盟全面战略伙伴关系，不断扩大贸易投资规模，加快中国—东盟自贸区3.0版建设，提升区域经济一体化水平，积极拓展数字经济、电子商务、绿色发展等领域合作，构建更为紧密的中国—东盟命运共同体。,国家(6-8): 印尼; 国家(15-17): 中国; 国家(18-20): 东盟; 国家(147-149): 中国; 国家(150-152): 东盟; 国家(205-207): 中国; 国家(208-210): 东盟,"国家间<中国,东盟>; 国家间<中国,东盟>; 国家间<中国,东盟>"
33299,论坛现场还举办了2023年度“中国—东盟职业教育卓越合作伙伴”授牌仪式。首批十组卓越合作伙伴在境外办学、产教融合、标准和课程共建、人才培养等方面取得显著合作成果，并在会上进行了经验分享。,国家(15-17): 中国; 国家(18-20): 东盟,"国家间<中国,东盟>"
33323,三是语言教育联动发展。自2011年起，菲律宾就开始将普通话纳入教育部开办的特别课程，仅2019年就有超过300名教师在菲律宾孔子学院接受普通话培训，来自93所公立中学的约11000名学生正在学习汉语。2021年，中国联合菲律宾、印度尼西亚、缅甸、马来西亚等国开展了“本土中文教师培训”项目，为东盟国家培养汉语教师。目前中国在东盟有33所孔子学院，提供了规范的现代汉语教材和正规的汉语教学渠道。与此同时，中国也在积极培养东盟非通用型语言人才，如广西民族大学采用“3+1”式合作培养范例，培养既能掌握东盟非通用语，又具有专业知识的复合型人才。,国家(19-22): 菲律宾; 机构(31-34): 教育部; 国家(59-62): 菲律宾; 国家(106-108): 中国; 国家(110-113): 菲律宾; 国家(114-119): 印度尼西亚; 国家(120-122): 缅甸; 国家(123-127): 马来西亚; 国家(146-150): 东盟国家; 国家(159-161): 中国; 国家(162-164): 东盟; 国家(201-203): 中国; 国家(209-211): 东盟,"国家-机构<菲律宾,教育部>; 国家间<中国,菲律宾>; 国家间<印度尼西亚,中国>; 国家间<中国,缅甸>; 国家间<中国,马来西亚>; 国家间<中国,东盟>; 国家间<中国,东盟>"
33329,	顾秀莲说，中国共产党成立100年来，团结带领中国人民创造了经济快速发展和社会长期稳定等一系列人间奇迹，实现了国家独立、民族团结、社会稳定、人民幸福。当前，中国正立足新发展阶段，贯彻创新、协调、绿色、开放、共享的新发展理念，加快构建以国内大循环为主体，国内国际双循环相互促进的新发展格局，致力于更高水平对外开放和高质量发展。这将为东盟国家和世界各国提供更大市场、更多机遇、更强动能。,人物(1-4): 顾秀莲; 国家(6-8): 中国; 国家(23-25): 中国; 国家(78-80): 中国; 国家(165-169): 东盟国家,"国家间<中国,东盟国家>; 国家-人物<中国,顾秀莲>"
33335,	林松添表示，国与国之间的关系必须符合各自国家根本利益，造福于双方人民。我们高兴地看到，面对美国的拉拢和挑拨，东盟许多国家都明确表示不会在中美间“选边站队”，体现了各国的战略定力和理性选择。中国和东盟国家不仅要继续共同维护好团结合作大局，且要高度警惕并坚决反对任何挑拨双方关系、蓄意破坏本地区和平稳定的图谋，共同珍惜并维护好“亚洲世纪”。,国家(46-48): 美国; 国家(55-61): 东盟许多国家; 国家(69-70): 中; 国家(70-71): 美; 国家(82-84): 各国; 国家(95-97): 中国; 国家(98-102): 东盟国家; 人物(1-4): 林松添,"国家间<中国,东盟国家>"
33347,本届论坛是第20届中国—东盟博览会高层论坛之一，由全国妇联、广西壮族自治区人民政府主办，中国女科技工作者协会、自治区妇联、柳州市委、柳州市人民政府联合承办。中共中央对外联络部、中国外交部、部分省区市妇联、港澳特区及侨界妇女代表，东盟国家妇女机构及组织负责人、专家学者、女企业家、在华女留学生等200余人参会，围绕“数字经济赋能妇女创业创新”“女性科技人才培养”深入研讨。,国家(9-11): 中国; 国家(12-14): 东盟; 机构(25-29): 全国妇联; 机构(30-41): 广西壮族自治区人民政府; 机构(44-54): 中国女科技工作者协会; 机构(55-60): 自治区妇联; 机构(61-65): 柳州市委; 机构(66-73): 柳州市人民政府; 机构(78-87): 中共中央对外联络部; 国家(88-90): 中国; 机构(88-93): 中国外交部; 机构(94-101): 部分省区市妇联; 人物(102-113): 港澳特区及侨界妇女代表; 国家(114-116): 东盟; 人物(114-128): 东盟国家妇女机构及组织负责人; 机构(114-125): 东盟国家妇女机构及组织; 人物(129-133): 专家学者; 人物(134-138): 女企业家; 人物(139-145): 在华女留学生,"国家间<中国,东盟>; 国家-机构<东盟,东盟国家妇女机构及组织>; 国家-人物<东盟,东盟国家妇女机构及组织负责人>; 机构-人物<东盟国家妇女机构及组织,东盟国家妇女机构及组织负责人>; 国家-机构<中国,中国外交部>"
33353,人民网南宁9月1日电 （陈燕、实习生覃炫铭）近日，记者从广西教育厅获悉，“留学广西”品牌在东盟国家的影响力越来越大，许多东盟国家的学生把广西作为他们的留学首选目的地。近年来，东盟学生在来桂留学生总数的占比基本在60%左右。,国家(45-49): 东盟国家; 国家(60-64): 东盟国家; 国家(87-91): 东盟学生,
33359,亚太经合组织成立已34年，首次亚太经合组织领导人非正式会议召开距今也已有30年。相较于金砖合作机制、二十国集团等多边机制，亚太经合组织成立时间更长、参与成员也较多。伴随时势变化，如今亚太经合组织发展动力何在，未来又将走向何方？,机构(0-6): 亚太经合组织; 机构(15-21): 亚太经合组织,
33371,中国的发展起步于亚太，得益于亚太，也贡献于亚太和世界。从中国加入亚太经合组织起，亚太经合组织便成为中国与亚太地区其他经济体开展互利合作、开展多边外交、展示中国国家形象的重要舞台，如今中国经济总量居世界第二。目前，中国仍是全球经济增长最大引擎，今年对全球经济增长的贡献将达到三分之一。,国家(0-2): 中国; 国家(8-10): 亚太; 国家(14-16): 亚太; 国家(21-23): 亚太; 国家(28-30): 中国; 机构(32-38): 亚太经合组织; 机构(40-46): 亚太经合组织; 国家(49-51): 中国; 国家(53-61): 太地区其他经济体; 国家(77-79): 中国; 国家(91-93): 中国; 国家(106-108): 中国,"国家间<中国,亚太>; 国家-机构<中国,亚太经合组织>; 国家间<中国,太地区其他经济体>"
33395,“坚持对话而不对抗、结伴而不结盟的国与国交往之道”“坚持开放的区域主义，坚定不移推进亚太自由贸易区进程”“推进数字化、智能化、绿色化转型发展，共同强化科技创新和成果转化，推进数字经济和实体经济深度融合”……在这次书面演讲中，习近平主席为亚太合作再出发进一步指明方向。,人物(112-117): 习近平主席; 国家(118-120): 亚太,
33455,RCEP实施以来，各成员国间的贸易往来更加密切，产业链供应链合作关系更加稳固，对经济增长的促进效应逐步显现。并且，在单边主义、保护主义盛行的国际环境下，RCEP成员国建成了当前世界上人口最多、经贸规模最大、最具发展潜力的自由贸易区，推动本地区持续成为全球贸易和投资合作的热点区域，对其他地区的经贸合作也产生了积极的示范效应和溢出效应，为构建开放型世界经济和促进全球经济一体化发出了积极信号。RCEP实施后，大多数成员国的对外贸易呈现强劲增长势头，利用外资也呈现积极上升态势。从贸易看，2022年我国与RCEP其他成员国进出口总额为12.95万亿元，较上年增长7.5%，占我国外贸进出口总额的30.8%；2023年上半年，我国与RCEP其他成员国进出口总额为6.1万亿元，较上年同期增长1.5%，对我国外贸增长的贡献率超过20%。从吸引外资看，2022年我国实际利用RCEP其他成员国投资额为235.3亿美元，较上年增长23.1%；2023年上半年，我国吸引RCEP成员国新设外资企业2739家，较上年同期增长25.6%。,国家(9-13): 各成员国; 国家(76-83): RCEP成员国; 国家(247-249): 我国; 国家(250-259): RCEP其他成员国; 国家(310-312): 我国; 国家(313-322): RCEP其他成员国; 国家(376-378): 我国; 国家(382-391): RCEP其他成员国; 国家(424-426): 我国; 国家(428-435): RCEP成员国,"国家间<我国,RCEP其他成员国>; 国家间<我国,RCEP其他成员国>; 国家间<我国,RCEP其他成员国>; 国家间<我国,RCEP成员国>"
33473,四是成为推进区域经济一体化的务实平台。东博会持续拓展平台功能，从服务中国—东盟“10+1”合作向RCEP和“一带一路”合作延伸。邀请全球40多个国家和地区企业及国际组织负责人参展参会，专设RCEP专题展区、“一带一路”展区，举办RCEP经贸工商高峰论坛、日韩企业广西行以及“一带一路”专题活动，在更大范围促进合作共赢。,国家(34-36): 中国; 国家(37-39): 东盟; 机构(48-52): RCEP; 国家(127-128): 日; 国家(128-129): 韩,"国家间<中国,东盟>"
33479,9月18日，第四届中国—东盟（广西）人工智能大会的分论坛“中国—东盟数字经济发展专题会议”在南宁市举办。,国家(9-11): 中国; 国家(12-14): 东盟; 国家(29-31): 中国; 国家(32-34): 东盟,"国家间<中国,东盟>; 国家间<中国,东盟>"
33485,9月16日，中国—东盟知识产权合作论坛在南宁举行。本次论坛以“知识产权与可持续发展目标：区域合作助力创新与经济增长”为主题，开展高端对话和深入交流，助力区域经济社会高质量发展，让创新成果更多造福各国人民。,国家(6-8): 中国; 国家(9-11): 东盟,"国家间<中国,东盟>"
33491,人民网重庆11月2日电 （记者胡虹）第五届中国—东盟法治论坛11月1日在重庆举行，来自中国和东盟国家政府部门、立法机关、司法部门、高校、工商界、律师协会、仲裁协会及律所的近200名嘉宾，围绕“以法治推动构建更为紧密的中国—东盟命运共同体”为主题展开探讨，促进中国与东盟国家的法律法学合作交流。,国家(21-23): 中国; 国家(24-26): 东盟; 国家(43-45): 中国; 国家(46-48): 东盟; 国家(129-131): 中国; 国家(132-136): 东盟国家,"国家间<中国,东盟>; 国家间<东盟,中国>; 国家间<中国,东盟国家>"
33497,此外，本届法治论坛在历届论坛提出的“行动纲要”和“合作倡议”指引下，结合中国—东盟法治合作领域的实践和需要，还共同发出《推动中国—东盟法治合作交流的倡议》。,国家(36-38): 中国; 国家(39-41): 东盟; 国家(62-64): 中国; 国家(65-67): 东盟,"国家间<中国,东盟>; 国家间<中国,东盟>"
