Entity,Relation,Sentiment
中国,,positive
中国,,positive
黄璐琦,,positive
“一带一路”中医药发展联盟,,positive
联盟成员,,positive
泰国,"国家-机构<泰国,泰国智库克朗邦雅国家战略研究所>",positive
泰国智库克朗邦雅国家战略研究所,"国家-人物<泰国,泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖>",positive
泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖,"机构-人物<泰国智库克朗邦雅国家战略研究所,泰国智库克朗邦雅国家战略研究所副所长优沃迪·卡甘盖>",positive
亚太,"国家间<亚太地区,亚太>",positive
亚太,"国家间<亚太,亚太>",positive
中国,"国家间<中国,所有国家>",positive
所有国家,"国家间<中国,亚太>",positive
中国,"国家间<中国,各方>",positive
习近平,"国家间<中国,各方>",positive
联合国,"机构-人物<联合国,第8任联合国秘书长、博鳌亚洲论坛理事长潘基文>",positive
博鳌亚洲论坛,"机构-人物<博鳌亚洲论坛,第8任联合国秘书长、博鳌亚洲论坛理事长潘基文>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家-人物<中国,中国—东盟商务理事会执行理事长、RCEP产业合作委员会主席、中国首席东盟商务专家许宁宁>",positive
中国,"机构-人物<中国—东盟商务理事会,中国—东盟商务理事会执行理事长、RCEP产业合作委员会主席、中国首席东盟商务专家许宁宁>",positive
东盟,"机构-人物<RCEP产业合作委员会,中国—东盟商务理事会执行理事长、RCEP产业合作委员会主席、中国首席东盟商务专家许宁宁>",positive
中国—东盟商务理事会,"国家间<中国,东盟>",positive
菲律宾,"国家-人物<菲律宾,巴亚妮>",positive
东盟,"机构间<东盟基金会,华为东盟学院>",positive
亚太地区,"国家间<亚太,亚太地区>",positive
联合国,,positive
亚太,,positive
亚太,,positive
亚太,,positive
亚太,,positive
亚太,"国家间<亚太,亚太地区>",positive
亚太经合组织,"国家间<亚太,亚太>",positive
亚太,"国家间<中方,亚太各方>",positive
中国,,positive
亚太,"国家间<亚太,亚太>",positive
亚太,"国家间<亚太,亚太>",positive
中国,,positive
中国,,positive
亚太经合组织,,positive
美国,,positive
亚太经合组织,,positive
世界贸易组织,"机构间<亚太经合组织,世界贸易组织>",positive
CNAS相关负责人,,positive
国际认可合作组织IAF和ILAC,,positive
区域认可合作组织,,positive
联合国,,positive
亚太,,positive
亚太,,positive
亚太,,positive
亚太,,positive
亚太经合组织,"国家-机构<亚太,亚太经合组织>",positive
亚太经合组织,,positive
亚太经合组织,,positive
亚太经合组织,,neutral
亚太,"国家间<亚太,亚太地区>",positive
中国,,positive
中国,,positive
中国,,positive
中国,,positive
亚太,,positive
亚太,,positive
中国,,positive
中国,,positive
亚太经合组织,,positive
亚太,,positive
亚太经合组织,"国家-机构<韩国,亚太经合组织>",positive
亚太,,neutral
亚太,,neutral
亚太经合组织,,neutral
习近平主席,,neutral
亚太地区,,neutral
亚太,,neutral
沙特阿拉伯,"国家-人物<沙特,沙特国际问题专家阿卜杜勒·阿齐兹·沙巴尼>",positive
沙特,"国家-机构<中国,中国国家电投黄河公司>",positive
习近平主席,,positive
中国,,positive
中国,,positive
中国,,positive
亚太,,positive
卢旺达,"国家-人物<卢旺达,卢旺达经济和政治事务专家鲁萨·巴吉里夏>",positive
卢旺达经济和政治事务专家鲁萨·巴吉里夏,"国家间<中国,世界各国>",positive
中国,"国家间<中国,亚太地区>",positive
邓锡军,"国家间<中国,东盟>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家间<中,美>",positive
中,"国家间<中方,美方>",negative
美,"国家间<中,美>",negative
中,"国家间<中,老>",neutral
新加坡,"国家-人物<新加坡,新加坡总理李显龙>",positive
中国,,positive
中国,,positive
中国,"国家-机构<中国,亚太经合组织>",positive
亚太经合组织,"国家-人物<肯尼亚,肯尼亚国际问题学者卡文斯·阿德希尔>",positive
亚太经合组织,"国家间<中国,亚太地区>",positive
中国,"国家-机构<中国,亚太经合组织>",positive
习近平主席,"国家间<亚太,亚太>",positive
习近平主席,,positive
亚太经合组织,,positive
亚太,,positive
中国,,positive
中国,,positive
中国,,positive
中国,,positive
亚太经合组织,"国家-机构<美国,亚太经合组织>",positive
美国,"国家间<中国,亚太>",positive
柬埔寨,"国家-机构<柬埔寨,柬埔寨皇家科学院国际关系研究所>",positive
柬埔寨皇家科学院国际关系研究所,"国家-人物<柬埔寨,柬埔寨皇家科学院国际关系研究所所长金平>",positive
柬埔寨皇家科学院国际关系研究所所长金平,"机构-人物<柬埔寨皇家科学院国际关系研究所,柬埔寨皇家科学院国际关系研究所所长金平>",positive
习近平主席,"机构-人物<亚太经合组织,习近平主席>",positive
亚太经合组织,"国家间<各国,中国>",positive
中国,,positive
中国,,positive
习近平主席,,positive
中国,"机构-人物<《哈萨克斯坦实业报》,《哈萨克斯坦实业报》总编辑科尔茹姆巴耶夫>",positive
《哈萨克斯坦实业报》,"国家-机构<哈萨克斯坦,《哈萨克斯坦实业报》>",positive
《哈萨克斯坦实业报》总编辑科尔茹姆巴耶夫,"国家-人物<哈萨克斯坦,《哈萨克斯坦实业报》总编辑科尔茹姆巴耶夫>",positive
中国,"国家间<亚太地区,中国>",positive
亚太地区,"国家-机构<埃及,埃及金字塔政治和战略研究中心>",positive
埃及,"国家-人物<埃及,埃及金字塔政治和战略研究中心亚洲事务研究专家艾哈迈德·坎迪勒>",positive
埃及金字塔政治和战略研究中心,"机构-人物<埃及金字塔政治和战略研究中心,埃及金字塔政治和战略研究中心亚洲事务研究专家艾哈迈德·坎迪勒>",positive
埃及金字塔政治和战略研究中心亚洲事务研究专家艾哈迈德·坎迪勒,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,亚太地区>",positive
许宁宁,,positive
亚太地区,,positive
亚太经合组织,,positive
中,"国家间<中,美>",positive
美国,"国家-人物<美国,美国前国务卿基辛格>",positive
美国前国务卿基辛格,"国家间<美,中>",positive
美,"国家间<美,中>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
亚太,"机构-人物<亚太经合组织,习近平主席>",positive
亚太,"国家间<中国,亚太>",positive
中国,"国家间<中国,东盟>",positive
中,"国家间<中,美>",positive
习近平主席,"国家间<中国,亚太>",positive
亚太经合组织,"机构间<亚太经合组织,亚太经合组织高官会>",positive
亚太经合组织高官会主席他尼·通帕迪,"机构-人物<亚太经合组织高官会,亚太经合组织高官会主席他尼·通帕迪>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家-机构<中,亚太经合组织>",positive
亚太,"国家间<中国,亚太地区>",positive
亚太,"国家间<中国,东盟>",positive
亚太经合组织,"国家间<中国,东盟>",positive
中,"国家间<我国,东盟>",positive
习近平,"国家间<亚太,亚太区域>",positive
越南,"国家间<中国,越南>",positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟国家>",positive
东盟,"国家间<美国,东盟>",positive
美国,"国家间<中国,东盟>",positive
东盟国家,"国家间<东盟,中国>",positive
中国,"国家间<中国,东盟>",positive
周边国家,"国家间<中国,东盟>",positive
东盟,"国家间<东盟,中国>",positive
中国,"国家-机构<中国,亚太经合组织>",positive
南开大学APEC研究中心,"机构-人物<南开大学APEC研究中心,南开大学APEC研究中心主任刘晨阳>",positive
金平,"国家间<中国,亚太地区>",positive
刘晨阳,,positive
中国,,positive
中国,,positive
许英明,"国家间<中国,东盟>",positive
中国,"国家间<我国,亚太地区>",positive
许宁宁,"国家间<中国,东盟>",positive
印度尼西亚,"国家间<中国,印尼>",positive
新西兰,,positive
中国,,positive
中国,,positive
中国,"国家间<中国,其他国家>",positive
亚太区域,"国家间<亚太区域国家,中国>",positive
亚太经济合作组织,"国家-机构<美国,亚太经济合作组织>",positive
穆罕默德·鲁迪·萨拉赫丁,"国家间<印尼,中国>",positive
印尼,"国家-人物<印尼,穆罕默德·鲁迪·萨拉赫丁>",positive
亚太经合组织,"机构-人物<亚太经合组织,国家主席习近平>",positive
习近平,"国家间<亚太,亚太>",positive
中国,"国家-机构<中国,亚太经合组织>",positive
亚太经合组织,"国家间<中国,亚太>",positive
美国,"国家间<中国,美国>",positive
习近平,"国家间<美国,中国>",positive
中国,"国家-人物<中国,习近平>",positive
亚太,"国家间<亚太,亚太>",positive
亚太,"国家-机构<各方,亚太经合组织>",positive
泰国,,neutral
他尼,"国家-机构<泰国,亚太经合组织>",positive
亚太经合组织,"机构间<	亚太经合组织,	亚太经合组织工商咨询委员会>",positive
亚太经合组织工商咨询委员会,"国家-机构<新西兰,新西兰国际贸易论坛>",positive
新西兰,"机构-人物<新西兰国际贸易论坛,亚太经合组织工商咨询委员会前执行董事、新西兰国际贸易论坛执行董事斯蒂芬·雅各比>",positive
新西兰国际贸易论坛,"国家间<中国,亚太区域>",positive
亚太,"国家间<亚太,亚太>",positive
习近平主席,,positive
亚太区域,,positive
亚太,,positive
亚太地区,"国家间<中国,泰>",positive
中国,"国家间<中国,泰国>",positive
泰,"国家间<中国,菲律宾>",positive
印尼,"国家-人物<中国,习近平主席>",positive
中国,"国家-机构<智利,智利圣地亚哥大学>",positive
中国,"国家-人物<智利,智利圣地亚哥大学学者康斯坦萨·霍尔克拉>",positive
智利,"机构-人物<智利圣地亚哥大学,智利圣地亚哥大学学者康斯坦萨·霍尔克拉>",positive
智利圣地亚哥大学,"国家-人物<中国,智利圣地亚哥大学学者康斯坦萨·霍尔克拉>",positive
阿披实,"国家间<中国,各国>",positive
中,"国家间<中,老>",positive
老,"国家间<中,老>",positive
中,"国家间<中,老>",positive
柬埔寨,"国家-人物<柬埔寨,柬埔寨皇家科学院国际关系研究所所长金平>",positive
柬埔寨皇家科学院国际关系研究所,"国家-机构<柬埔寨,柬埔寨皇家科学院国际关系研究所>",positive
柬埔寨皇家科学院国际关系研究所所长金平,"机构-人物<柬埔寨皇家科学院国际关系研究所,柬埔寨皇家科学院国际关系研究所所长金平>",positive
中,"国家-机构<柬埔寨,柬埔寨皇家科学院国际关系研究所>",positive
柬,"国家间<中,柬>",positive
柬埔寨,"国家间<柬埔寨,中国>",positive
柬埔寨,"国家-人物<泰国,泰国中华总商会主席林楚钦>",positive
中国,"国家-机构<泰国,泰国中华总商会>",positive
亚太智库印度尼西亚研究中心,"国家间<中国,泰国>",positive
亚太智库印度尼西亚研究中心主任安托尼,"国家间<泰国,中国>",positive
亚太国家,"机构-人物<泰国中华总商会,泰国中华总商会主席林楚钦>",positive
中国,"国家间<中国,亚太>",positive
美国,,neutral
美,,positive
美,,positive
亚太地区,,positive
美,,positive
美,,positive
美,,positive
美国,,positive
亚太,"国家间<亚太,亚太>",positive
亚太经合组织,"国家-机构<美国,亚太经合组织>",positive
亚太经合组织,"机构-人物<亚太经合组织,习近平主席>",positive
习近平主席,"国家间<中方,亚太>",positive
亚太经合组织,"国家间<中方,亚太>",positive
亚太,"国家间<亚太,亚太>",positive
中,"国家间<中,美>",neutral
中,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家间<中,美>",positive
习近平主席,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家间<美,中>",positive
美,"国家间<美,中>",positive
中,"国家间<美,中>",positive
美,"国家间<美,中>",positive
亚太,"国家-机构<亚太,亚太传播学会联盟>",positive
亚太传播学会联盟,"国家-人物<欧洲联盟,欧洲联盟政策顾问>",positive
习近平,"国家间<亚太,亚太>",positive
习近平,"国家间<亚太,中国>",positive
中国,"国家间<亚太,中国>",positive
中国,"国家间<中国,亚太>",positive
亚太地区,"国家间<亚太,亚太地区>",positive
习近平主席,"国家间<亚太,中国>",positive
中国,"国家间<中国,东盟>",neutral
中国,"国家-机构<中国,中国国家广播电视总局>",positive
中国国家广播电视总局,"国家-机构<马来西亚,马来西亚通讯与数字部>",positive
马来西亚,"国家间<中国,马来西亚>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟各国>",positive
中国,"国家间<中国,东盟>",positive
王毅,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家-人物<美,拜登总统>",positive
习近平主席,"国家间<中,美>",positive
美国,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家-人物<中国,习近平主席>",positive
王毅,"国家-人物<中国,习近平主席>",positive
中国,"国家-人物<中国,王毅>",positive
亚太经合组织,"国家-机构<亚太地区,亚太经合组织>",positive
亚太地区,"国家-机构<亚太区域,亚太经合组织>",positive
亚太地区,"国家-机构<中国,亚太经合组织>",positive
亚太各方,"机构间<亚太经合组织,亚太经合组织可持续能源中心>",positive
亚太,"国家间<中国,亚太>",positive
习近平主席,"机构-人物<亚太经合组织,习近平主席>",positive
亚太经合组织,"国家间<中国,亚太>",positive
亚太经合组织,"机构-人物<亚太经合组织,习近平主席>",neutral
亚太,,positive
习主席,,positive
亚太,"国家间<中国,亚太>",positive
亚太地区,"国家间<泰,中>",positive
印尼,"国家间<马,中>",positive
亚太,"国家间<中国,亚太>",positive
美国,"国家-机构<美国,北约>",positive
北约,"国家间<美国,日本>",positive
日本,"国家间<美国,韩国>",positive
韩国,"国家间<美国,澳大利亚>",positive
澳大利亚,"国家间<美国,新西兰>",positive
新西兰,"国家-机构<日,北约>",positive
北约,"国家-机构<澳,北约>",positive
日,"国家-机构<韩,北约>",positive
韩,"国家-机构<新,北约>",positive
澳,"国家-机构<亚太地区,北约>",positive
美国,"国家间<美国,亚太地区>",positive
亚太地区,"国家间<美国,日本>",positive
乌克兰,"国家-机构<中国,北约>",positive
北约,"国家-机构<阿富汗,北约>",negative
北约,"机构间<南联盟,北约>",negative
阿富汗,"国家-机构<伊拉克,北约>",negative
伊拉克,"国家-机构<利比亚,北约>",negative
美国,"国家-机构<日本,北约>",negative
亚太地区,"国家间<日本,美国>",negative
日本,"国家-机构<亚太,北约>",negative
北约,"国家-人物<日本,日本青山学院大学名誉教授羽场久美子>",negative
北约,"机构-人物<日本青山学院大学,日本青山学院大学名誉教授羽场久美子>",negative
亚太,"国家-机构<日本,日本青山学院大学>",negative
傅峰山,"国家-人物<中国,习近平主席>",positive
中国,"国家间<东盟国家,中国>",positive
泰国,"机构-人物<亚太经合组织,习近平主席>",neutral
习近平主席,"国家-机构<泰国,亚太经合组织>",neutral
亚太,,positive
亚太,,positive
中国,,positive
中国,,positive
中国,,positive
亚太,,positive
中国,,positive
中国,,positive
中国,"国家间<中国,亚太>",positive
东盟,"国家-人物<东盟,东盟秘书长高金洪>",positive
东盟秘书长高金洪,"国家间<东盟,中国>",positive
印尼,"国家间<东盟,中国>",positive
中方,"国家间<美国,中方>",neutral
习近平主席,"国家-人物<中方,习近平主席>",neutral
美国,"国家-人物<美国,拜登总统>",neutral
拜登总统,"国家间<中,美>",neutral
王毅,,neutral
李强,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"机构-人物<中共广西壮族自治区委员会党校“一带一路”研究院,中共广西壮族自治区委员会党校“一带一路”研究院常务副院长张家寿>",positive
中国,"国家间<中国,东盟国家>",positive
东盟国家,"国家间<东盟,中国>",positive
亚太经合组织,"国家间<亚太,亚太>",positive
亚太各经济体,"国家-人物<亚太各经济体,亚太各经济体工商领袖>",positive
亚太各经济体工商领袖,"国家间<中,外>",positive
中,"机构-人物<APEC中国工商理事会,APEC中国工商理事会主席>",positive
外,"国家-人物<中国,APEC中国工商理事会主席>",positive
APEC中国工商理事会,"机构-人物<APEC工商咨询理事会可持续增长工作组,APEC工商咨询理事会可持续增长工作组主席宁高宁>",positive
中国,"国家-机构<美国,美国APEC国家中心>",positive
APEC中国工商理事会主席,"国家-人物<美国,美国APEC国家中心主席莫妮卡·哈迪·惠利>",positive
APEC工商咨询理事会可持续增长工作组,"机构-人物<美国APEC国家中心,美国APEC国家中心主席莫妮卡·哈迪·惠利>",positive
APEC工商咨询理事会可持续增长工作组主席宁高宁,"国家-机构<中国,APEC中国工商理事会>",positive
美国,"机构-人物<APEC工商领导人峰会,APEC工商领导人峰会主席费尔南多·萨瓦拉>",positive
美国APEC国家中心,"国家-人物<新加坡,新加坡工商联合总会首席执行官>",positive
美国APEC国家中心主席莫妮卡·哈迪·惠利,"国家-机构<新加坡,新加坡工商联合总会>",positive
APEC工商领导人峰会,"机构-人物<新加坡工商联合总会,新加坡工商联合总会首席执行官>",positive
APEC工商领导人峰会主席费尔南多·萨瓦拉,"国家-机构<新加坡,APEC工商咨询理事会>",positive
新加坡,"国家-人物<新加坡,APEC工商咨询理事会新加坡代表郭柄汛>",positive
新加坡工商联合总会,"机构-人物<APEC工商咨询理事会,APEC工商咨询理事会新加坡代表郭柄汛>",positive
新加坡工商联合总会首席执行官,"机构-人物<普华永道,普华永道亚太及中国主席赵柏基>",positive
APEC工商咨询理事会,"机构-人物<隆基绿能,隆基绿能创始人、总裁李振国>",positive
新加坡,"机构-人物<五粮液集团进出口公司,五粮液集团进出口公司董事长陈翀>",positive
高金洪,"国家间<印尼,中国>",positive
印尼,"机构-人物<印尼中国高速铁路有限公司,印尼中国高速铁路有限公司负责人>",positive
亚太经合组织,"机构-人物<广东省人民政府,广东省人民政府副省长孙志洋>",positive
世界知识产权组织,"机构-人物<世界知识产权组织,世界知识产权组织助理总干事马尔科·阿莱曼>",positive
亚太地区,"国家-人物<徐晓兰,亚太地区>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
日,,positive
韩,,positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
印尼,"国家间<中国,印尼>",positive
习近平主席,"机构-人物<亚太经合组织,习近平主席>",positive
亚太地区,"国家间<亚太地区,亚太地区>",positive
习近平主席,"国家-人物<中国,习近平主席>",positive
亚太经合组织,"国家间<中方,各方>",positive
习近平主席,"国家-人物<亚太,习近平主席>",positive
中国,"国家-人物<中国,中国国家主席习近平>",positive
中国国家主席习近平,"国家间<中国,亚太>",positive
亚太经合组织,"机构-人物<中国国家主席习近平,亚太经合组织>",positive
世界贸易组织,"机构间<亚太经合组织,亚太经合组织工商咨询理事会>",positive
东盟各国,"国家-机构<中国,中国建设银行>",positive
北约,"国家-机构<中国,北约>",negative
中国,"国家-机构<亚太,北约>",negative
印尼,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
菲律宾,"国家-机构<菲律宾,教育部>",positive
教育部,"国家间<中国,菲律宾>",positive
菲律宾,"国家间<印度尼西亚,中国>",positive
中国,"国家间<中国,缅甸>",positive
菲律宾,"国家间<中国,马来西亚>",positive
印度尼西亚,"国家间<中国,东盟>",positive
缅甸,"国家间<中国,东盟>",positive
顾秀莲,"国家间<中国,东盟国家>",positive
中国,"国家-人物<中国,顾秀莲>",positive
美国,"国家间<中国,东盟国家>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家-机构<东盟,东盟国家妇女机构及组织>",positive
全国妇联,"国家-人物<东盟,东盟国家妇女机构及组织负责人>",positive
广西壮族自治区人民政府,"机构-人物<东盟国家妇女机构及组织,东盟国家妇女机构及组织负责人>",positive
中国女科技工作者协会,"国家-机构<中国,中国外交部>",positive
东盟国家,,positive
东盟国家,,positive
东盟学生,,positive
亚太经合组织,,neutral
亚太经合组织,,neutral
中国,"国家间<中国,亚太>",positive
亚太,"国家-机构<中国,亚太经合组织>",positive
亚太,"国家间<中国,太地区其他经济体>",positive
习近平主席,,positive
亚太,,positive
各成员国,"国家间<我国,RCEP其他成员国>",positive
RCEP成员国,"国家间<我国,RCEP其他成员国>",positive
我国,"国家间<我国,RCEP其他成员国>",positive
RCEP其他成员国,"国家间<我国,RCEP成员国>",positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",neutral
东盟,"国家间<中国,东盟>",neutral
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<东盟,中国>",positive
中国,"国家间<中国,东盟国家>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
泰国,"国家-机构<泰国,泰国外交部国际关系研究中心>",positive
泰国前驻华大使毕力亚,"国家-人物<泰国,泰国外交部国际关系研究中心主任阿努颂>",positive
泰国外交部国际关系研究中心,"机构-人物<泰国外交部国际关系研究中心,泰国外交部国际关系研究中心主任阿努颂>",positive
泰国,"国家-人物<泰国,泰国前驻华大使毕力亚>",positive
泰国外交部国际关系研究中心主任阿努颂,"国家-人物<泰国,泰国国家研究院泰中战略研究中心副主任唐隆功·吴森提兰谷>",positive
泰国,"机构-人物<泰国国家研究院泰中战略研究中心,泰国国家研究院泰中战略研究中心副主任唐隆功·吴森提兰谷>",positive
泰国国家研究院泰中战略研究中心,"机构-人物<博仁大学,博仁大学校长达丽卡>",positive
泰国国家研究院泰中战略研究中心副主任唐隆功·吴森提兰谷,"机构-人物<朱拉隆功大学东盟研究中心,朱拉隆功大学东盟研究中心主任比迪>",positive
国务院总理李强,"机构-人物<外交部,外交部发言人毛宁>",positive
外交部,"机构-人物<国务院,国务院总理李强>",positive
外交部发言人毛宁,"国家间<中国,东盟>",positive
国务院,"国家间<中国,东盟>",positive
亚太经合组织,"国家-机构<美国,亚太经合组织>",positive
美国,"机构-人物<亚太经合组织,国家主席习近平>",positive
东盟国家,"国家间<中,越>",positive
东盟10个国家,"国家间<中,欧>",positive
中,"国家间<中国,东盟国家>",positive
亚太经合组织,"国家-机构<泰国,亚太经合组织>",neutral
中国,"国家间<中国,泰国>",positive
泰国,"机构-人物<泰中罗勇工业园,泰中罗勇工业园总裁赵斌>",positive
泰中罗勇工业园,"国家间<中,泰>",positive
泰中罗勇工业园总裁赵斌,"国家间<中国,泰>",positive
亚太地区,,positive
中国,,positive
泰国,,positive
泰国,,positive
RCEP,"国家-机构<东盟10个国家,RCEP>",positive
东盟10个国家,"国家-机构<中国,RCEP>",positive
中国,"国家-机构<日本,RCEP>",positive
日本,"国家-机构<韩国,RCEP>",positive
韩国,"国家-机构<澳大利亚,RCEP>",positive
澳大利亚,"国家-机构<新西兰,RCEP>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",neutral
中国,"国家间<中国,东盟>",positive
印尼,"国家-人物<印尼,佐科总统>",positive
东帝汶,"国家-人物<东帝汶,东帝汶夏纳纳总理>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中方,东盟国家>",positive
东盟,"国家间<中国,东盟>",positive
中方,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟国家>",positive
中国,"国家间<中国,东盟>",positive
东盟国家,"国家间<中国,东盟>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
日本,"国家间<美,日本>",positive
美,"国家-机构<日本,日本防卫省>",positive
日本,"国家间<日本,美>",positive
日本防卫省,"国家间<日本,韩国>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国—东盟商务理事会,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟国家>",neutral
新加坡,"国家-机构<亚太经合组织成员,亚太经合组织>",positive
北约,"国家-机构<立陶宛,北约>",negative
立陶宛,"国家-机构<美国,北约>",negative
美国,"国家-机构<亚太,北约>",negative
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
东盟国家,"国家间<中国,东盟国家>",positive
“一带一路”合作伙伴,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟国家>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟国家>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟国家>",positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",neutral
中国,"国家间<中国,东盟>",positive
王毅,"国家间<中,美>",positive
美国,"国家间<中,美>",positive
美国国务卿布林肯,"国家间<中,各国>",positive
中,"国家间<美,各国>",positive
中国,"国家间<中国,亚太>",positive
泰国,"国家间<中,泰>",positive
亚太经合组织,"国家间<中国,东盟>",positive
泰国,"国家间<中,泰>",positive
中国,,positive
中国,,positive
亚太经合组织,"机构-人物<亚太经合组织,习近平主席>",positive
中国,"国家-人物<中国,中国领导人习近平>",positive
中国,,positive
中国,,positive
中国,,positive
中国,,positive
中国,"国家间<中国,东盟国家>",positive
东盟国家,"国家间<中国,新加坡>",positive
新加坡,"国家间<中国,印尼>",positive
印尼,"国家间<中国,马来西亚>",positive
马来西亚,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"机构-人物<RCEP产业合作委员会,中国—东盟商务理事会常务秘书长兼RCEP产业合作委员会秘书长刘欣>",positive
中国—东盟商务理事会,"机构-人物<中国—东盟商务理事会,中国—东盟商务理事会常务秘书长兼RCEP产业合作委员会秘书长刘欣>",positive
中国—东盟商务理事会常务秘书长兼RCEP产业合作委员会秘书长刘欣,"国家间<中国,东盟>",positive
RCEP产业合作委员会,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟国家>",positive
中国,"国家间<中国,东盟>",positive
东盟国家,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
亚太地区,,positive
亚太地区,,positive
亚太,,positive
南太平洋岛国,,positive
境内外相关机构和有关部门,,positive
中国,"国家间<中国,东盟>",neutral
中国,"国家间<中国,东盟>",positive
国家主席习近平,"机构-人物<亚太经合组织,国家主席习近平>",neutral
美国,"国家-人物<美国,美国总统拜登>",neutral
中国,"国家间<中国,东盟>",positive
我国,"国家间<我国,东盟国家>",positive
东盟国家,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
越,,positive
泰,,positive
缅,,positive
老,,positive
柬,,positive
马,,positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家-机构<中国,中国贸促会>",positive
中国,"国家间<东盟,东盟10国国家工商会>",positive
东盟,"国家-人物<东盟各国,东盟各国全国性工商会领导人>",positive
中国,"机构-人物<东盟各国全国性工商会,东盟各国全国性工商会领导人>",positive
中国贸促会,"国家间<东盟,中国>",positive
东盟,"国家间<中国,东盟>",positive
东盟10国国家工商会,"国家-机构<中国,中国贸促会>",positive
东盟各国,"国家-机构<文莱,文莱国家工商会>",positive
东盟各国全国性工商会,"国家-机构<柬埔寨,柬埔寨总商会>",positive
